ID	TOPIC_ID	TITLE	TEXT_CONTACT-US	SOURCE
293	34	E-Learning		https://de.wikipedia.org/wiki/E-Learning
294	34	E-Learning in der Lehre		http://wiki.llz.uni-halle.de/Hauptseite
295	34	Wikis		https://www.e-teaching.org/technik/kommunikation/wikis
296	34	Nutzung und Akzeptanz von Wiki-Systemen bei Studierenden der Tiermedizin		http://www.egms.de/static/de/journals/zma/2013-30/zma000853.shtml
297	34	E-Learning Uni Potsdam		http://www.uni-potsdam.de/db/wiki/elearning/index.php/Hauptseite
298	34	Wikibooks		https://de.wikibooks.org/wiki/Hauptseite
299	34	Wikiversity		https://de.wikiversity.org/wiki/Hauptseite
300	35	Die ADHS-Problematik hat eine lange Geschichte		http://bidok.uibk.ac.at/library/luepke-geschichte.html
301	35	ADHS Infoportal		http://www.adhs.info/
302	35	Aufmerksamkeitsdefizit-/Hyperaktivitätsstörung		https://de.wikipedia.org/wiki/Aufmerksamkeitsdefizit-/Hyperaktivit%C3%A4tsst%C3%B6rung
303	35	ADS braucht Aufmerksamkeit		http://www.opti-mind.de/
304	35	ADS-Monitoring		http://www.ads-monitoring.de/
305	35	Hyperaktiv.de		http://www.hyperaktiv.de/
306	35	Hyperaktivität (ADHS)		http://www.qualimedic.de/teilleistungsstoerungen_ueberaktivitaet.html
307	36	Early Excellence / GaBi		https://www.kkstiftung.de/de/informieren/inlandsarbeit/early-excellence-gabi/index.htm
308	36	Erziehung und Betreuung in England und Wales		http://www.kindergartenpaedagogik.de/1551.htmlVorschulische
309	36	Vortragsreihe		http://www.netzwerk-elementarbildung.de/index.php?RECORD_ID=28Early Excellence - Zentren für Kinder und ihre Familien
310	36	Early Excellence - Das PFH-Modell		http://www.pfh-berlin.de/pestalozzi-froebel-haus/early-exellence
311	36	Kinderbeobachtung in Kitas		http://www.socialnet.de/rezensionen/2747.php
312	36	Early Excellence-Zentrum für Kinder und ihre Familien		http://www.early-excellence.de/content.php?nav_id=10
313	37	Arbeitsstelle Hochbegabung Berlin (AHBB)		http://www.psychologische-hochschule.de/einrichtung/arbeitsstelle-hochbegabung-berlin-ahbb/
314	37	Willkommen bei der DGhK		http://www.dghk.de/
315	37	Wie Eltern (hoch) begabte Kinder fördern können		http://www.ipzf.de/Eltern_Hochbegabte.html
316	37	Forschungsstelle Begabungsförderung		https://www.nifbe.de/das-institut/forschung/begabung
317	37	Hector Kinderakademien		http://www.hector-kinderakademien.de/,Lde/Startseite
318	37	Hochbegabung bei Kindern und Kleinkindern		http://www.elternforen.com/Fachinformationen/Hochbegabung.htm+
319	37	ECHA-Tag 2016		http://www.icbf.de/en/
320	37	Gebündelte Kraft für Bildungsinitiative		http://www.stiftung-kleine-fuechse.de/
321	38	Autogenes Training (AT) für Kinder		http://www.dg-e.domainfactory-kunde.de/index.php?id=74
322	38	Entspannung für Kinder		http://www.entspannung-plus.de/Entspannung-fuer-Kinder/entspannung-fuer-kinder.html
323	38	Stress und kein Ende?		https://www.familienhandbuch.de/babys-kinder/bildungsbereiche/bewegung/StressundkeinEndeEsgibteinEntspannungsverfahren.php
324	38	Hallo - aufwachen!		http://www.labbe.de/zzzebra/index.asp?themaid=392
325	38	Rund um Entspannung		http://www.fitkid-aktion.de/service/buecherkiste/rund-um-entspannung.html
326	38	Mit Kindern zur Ruhe kommen		http://www.kizz.de/erziehung/familienalltag/mit-kindern-zur-ruhe-kommen-stille-finden
327	38	Training progressiver Muskelentspannung für Kinder		http://www.t-i-z.de/b%C3%BCcher-links-co/buchbesprechungen/speck-2005/
328	38	TigerKids - erfolgreiche Adipositasprävention		http://www.tigerkids.de/index.html
329	38	Bleib locker! - Stressbewältigung für Kinder		https://www.tk.de/tk/kursinhalte-im-ueberblick/stress-u-entspannung/bleib-locker/135072
330	39	Intensive Förderung von Flüchtlingskindern		http://www.km-bw.de/,Lde/Startseite/Service/21_07_2015+SPATZ+fuer+Fluechtlingskinder/?LISTPAGE=344894
331	39	Bildung für Flüchtlinge		https://www.berlin.de/sen/bjw/fluechtlinge/
332	39	Kinder und Jugendliche aus Flüchtlingsfamilien		http://www.mbjs.brandenburg.de/sixcms/detail.php/bb1.c.404925.de
333	39	Besonderheiten des deutschen Bildungswesens		https://webgate.ec.europa.eu/fpfis/mwikis/eurydice/index.php/Deutschland:%C3%9Cberblick
334	39	Fachtagung Kinder aus Flüchtlingsfamilien		http://www.mk.niedersachsen.de/fruehkindliche_bildung/aktuelles/fachtagung-kinder-aus-fluechtlingsfamilien-hintergruende-und-perspektiven-fuer-kindertageseinrichtungen-am-10072015-in-hannover-134036.html
335	39	Flüchtlingskinder in Rheinland-Pfalz		https://kita.bildung-rp.de/Fluechtlingskinder.730.0.html
336	39	FLÜCHTLINGSKINDER		http://www.hamburg.de/fluechtlingskinder/
337	39	Betreuung von Kindern und Jugendlichen		http://www.hamburg.de/fluechtlinge-betreuung-beratung/
338	39	Flucht und Migration		http://www.kita-bildungsserver.de/flucht-und-migration/
339	39	Kinder mit Fluchterfahrung		https://www.nifbe.de/191-nifbe/867-themenschwerpunkt-fluechtlinge
340	39	INTEGRATION VON KINDERN MIT FLUCHTERFAHRUNG		https://www.kita.nrw.de/node/406
341	39	Verlag Forschung - Entwicklung - Lehre		http://fel-verlag.de/node/98
342	39	WillkommensKITAs		https://www.dkjs.de/themen/alle-programme/willkommenskitas/
